"species","longitude","latitude","aet","cwd","ppt","pptdjf","tmn","tmx","tmxjja","fvegrec","mam","brd","rep"
"Ixodes pacificus",-327494.6972,433894.445955,533.893005371094,352.329986572266,2591.93994140625,422.4580078125,5.16669988632202,18.6966991424561,26.9218006134033,7,63,134,17
"Ixodes pacificus",-329591.419305,432965.34026,586.14697265625,414.273010253906,2381.830078125,387.299987792969,6.60669994354248,19.0167007446289,26.5650997161865,7,63,134,17
"Ixodes pacificus",-334770.440225,432998.336459,594.52001953125,405.326995849609,2397.22998046875,389.494995117188,6.2632999420166,18.4433002471924,25.410400390625,7,64,139,17
"Ixodes pacificus",-263994.613082,429995.752768,378.786987304688,568.119995117188,1071.5400390625,184.255004882812,4.14669990539551,20.2467002868652,31.171199798584,7,63,144,17
"Ixodes pacificus",-236186.46717,427560.509393,357.18701171875,640.117004394531,612.909973144531,99.1377029418945,3.81669998168945,20.3267002105713,31.5389995574951,7,64,143,17
"Ixodes pacificus",-221314.344799,426574.44258,289.839996337891,674.18701171875,532.320007324219,84.2328033447266,3.48329997062683,19.9200000762939,31.1793994903564,8,64,140,17
"Ixodes pacificus",-177658.672039,426796.693073,213.960006713867,634.719970703125,376.066986083984,48.5540008544922,1.13999998569489,15.5832996368408,26.3470993041992,7,67,146,17
"Ixodes pacificus",-221230.46564,426893.775832,260.882995605469,736.552978515625,534.89697265625,84.9169006347656,3.58669996261597,19.9633007049561,31.1790008544922,8,64,140,17
"Ixodes pacificus",-280403.972968,425014.708105,511.266998291016,487.872985839844,1288.81005859375,226.884994506836,4.57000017166138,21.2667007446289,32.4552993774414,2,65,141,18
"Ixodes pacificus",-222995.71954,414197.030302,440.9169921875,547.086975097656,535.367004394531,85.1267013549805,3.54329991340637,19.0433006286621,30.5042991638184,6,62,140,17
"Ixodes pacificus",-256866.435017,406015.985713,282.839996337891,551.786987304688,635.942993164062,105.771003723145,3.55329990386963,19.5200004577637,30.9533996582031,7,63,137,17
"Ixodes pacificus",-202510.872948,384198.021266,371.222991943359,597.786987304688,708.523010253906,107.733001708984,3.54329991340637,18.2166996002197,29.1373996734619,7,63,180,18
"Ixodes pacificus",-297690.726189,376629.647013,618.77001953125,340.149993896484,1688.46997070312,282.858001708984,5.4867000579834,20.8199996948242,31.5307006835938,7,65,140,17
"Ixodes pacificus",-295515.892293,370627.206266,570.793029785156,375.959991455078,1349.68005371094,231.343002319336,7.00330018997192,21.7600002288818,31.9608993530273,7,65,140,18
"Ixodes pacificus",-227391.148532,341957.671596,419.506988525391,566.913024902344,1397.23999023438,242.684997558594,4.22329998016357,20.4132995605469,32.5306015014648,7,62,142,17
"Ixodes pacificus",-198460.967731,340948.41064,437.820007324219,617.679992675781,1914.34997558594,307.888000488281,6.40000009536743,22.1732997894287,33.2377014160156,7,64,150,20
"Ixodes pacificus",-160822.186546,335430.100007,466.157012939453,563.786987304688,1971.25,337.016998291016,4.90670013427734,21.5132999420166,32.8386993408203,8,64,144,20
"Ixodes pacificus",-107532.288569,334620.390631,393.653015136719,569.552978515625,474.113006591797,63.7167015075684,1.52670001983643,18.573299407959,29.3707008361816,3,60,165,12
"Ixodes pacificus",-203298.097893,333595.025654,418.632995605469,661.869995117188,1821.88000488281,289.859985351562,8.14669990539551,21.7299995422363,32.3620986938477,7,61,149,20
"Ixodes pacificus",-203097.327666,333707.602643,443.56298828125,664.482971191406,1841.64001464844,292.841003417969,7.98000001907349,21.596700668335,32.2738990783691,6,61,148,20
"Ixodes pacificus",-203101.535615,333707.709754,443.56298828125,664.482971191406,1841.64001464844,292.841003417969,7.98000001907349,21.596700668335,32.2738990783691,6,61,148,20
"Ixodes pacificus",-203075.700487,333697.059641,418.632995605469,661.869995117188,1821.88000488281,289.859985351562,8.14669990539551,21.7299995422363,32.3620986938477,6,60,148,20
"Ixodes pacificus",-203075.700487,333697.059641,418.632995605469,661.869995117188,1821.88000488281,289.859985351562,8.14669990539551,21.7299995422363,32.3620986938477,6,60,148,20
"Ixodes pacificus",-203075.700487,333697.059641,418.632995605469,661.869995117188,1821.88000488281,289.859985351562,8.14669990539551,21.7299995422363,32.3620986938477,6,60,148,20
"Ixodes pacificus",-202788.691841,333028.031013,402.592987060547,636.330017089844,1833.31005859375,292.690002441406,7.81669998168945,21.6266994476318,32.3675994873047,7,60,149,20
"Ixodes pacificus",-127184.682875,331180.818228,269.8330078125,746.846984863281,471.839996337891,65.9637985229492,2.22329998016357,19.9200000762939,30.9150009155273,4,65,153,15
"Ixodes pacificus",-302061.918681,328178.187268,432.4169921875,568.982971191406,1406.68005371094,250.998992919922,5.92999982833862,21.0366992950439,31.6882991790771,7,64,142,18
"Ixodes pacificus",-302061.918681,328178.187268,432.4169921875,568.982971191406,1406.68005371094,250.998992919922,5.92999982833862,21.0366992950439,31.6882991790771,7,64,142,18
"Ixodes pacificus",-189322.376648,327381.214373,685.017028808594,402.43701171875,1947.41003417969,322.023010253906,7.53329992294312,22.1732997894287,32.9030990600586,6,62,149,20
"Ixodes pacificus",-189322.376648,327381.214373,685.017028808594,402.43701171875,1947.41003417969,322.023010253906,7.53329992294312,22.1732997894287,32.9030990600586,6,62,149,20
"Ixodes pacificus",-189322.376648,327381.214373,685.017028808594,402.43701171875,1947.41003417969,322.023010253906,7.53329992294312,22.1732997894287,32.9030990600586,6,62,149,20
"Ixodes pacificus",-189801.019264,327311.52516,688.367004394531,408.279998779297,1952.93005371094,322.878997802734,7.49329996109009,22,32.779598236084,6,62,149,20
"Ixodes pacificus",-189801.019264,327311.52516,688.367004394531,408.279998779297,1952.93005371094,322.878997802734,7.49329996109009,22,32.779598236084,6,62,149,20
"Ixodes pacificus",-189322.376648,327381.214373,685.017028808594,402.43701171875,1947.41003417969,322.023010253906,7.53329992294312,22.1732997894287,32.9030990600586,6,62,149,20
"Ixodes pacificus",-189322.376648,327381.214373,685.017028808594,402.43701171875,1947.41003417969,322.023010253906,7.53329992294312,22.1732997894287,32.9030990600586,6,62,149,20
"Ixodes pacificus",-189801.019264,327311.52516,688.367004394531,408.279998779297,1952.93005371094,322.878997802734,7.49329996109009,22,32.779598236084,6,62,149,20
"Ixodes pacificus",-189322.376648,327381.214373,685.017028808594,402.43701171875,1947.41003417969,322.023010253906,7.53329992294312,22.1732997894287,32.9030990600586,6,62,149,20
"Ixodes pacificus",-203625.98443,327321.994788,452.950012207031,632.213012695312,1807.17004394531,301.410003662109,8.59669971466064,21.75,32.0556983947754,8,60,152,20
"Ixodes pacificus",-189470.486012,326821.806102,917.89697265625,151.520004272461,1929.5,319.764007568359,7.62669992446899,22.4500007629395,33.1731986999512,6,62,149,20
"Ixodes pacificus",-189471.328328,326821.826087,917.89697265625,151.520004272461,1929.5,319.764007568359,7.62669992446899,22.4500007629395,33.1731986999512,6,62,149,20
"Ixodes pacificus",-189295.754531,327092.905494,479.600006103516,596.882995605469,1934.55004882812,320.484008789062,7.62330007553101,22.4132995605469,33.1212997436523,8,62,149,20
"Ixodes pacificus",-189295.754531,327092.905494,479.600006103516,596.882995605469,1934.55004882812,320.484008789062,7.62330007553101,22.4132995605469,33.1212997436523,8,62,149,20
"Ixodes pacificus",-189295.754531,327092.905494,479.600006103516,596.882995605469,1934.55004882812,320.484008789062,7.62330007553101,22.4132995605469,33.1212997436523,8,62,149,20
"Ixodes pacificus",-188186.166463,326317.340189,467.796997070312,613.827026367188,1969.93005371094,325.393005371094,7.65670013427734,21.7133007049561,32.4659996032715,6,62,152,20
"Ixodes pacificus",-188186.166463,326317.340189,467.796997070312,613.827026367188,1969.93005371094,325.393005371094,7.65670013427734,21.7133007049561,32.4659996032715,6,62,152,20
"Ixodes pacificus",-189490.759236,325576.522362,675.6669921875,392.450012207031,1939.2900390625,322.005004882812,7.96999979019165,22.5366992950439,33.2421989440918,7,61,149,20
"Ixodes pacificus",-199755.774854,321478.447946,-9999,-9999,1841.89001464844,325.028991699219,8.38000011444092,22.8733005523682,33.3978004455566,7,60,157,20
"Ixodes pacificus",-199755.774854,321478.447946,-9999,-9999,1841.89001464844,325.028991699219,8.38000011444092,22.8733005523682,33.3978004455566,7,60,157,20
"Ixodes pacificus",-187693.691194,321340.379188,-9999,-9999,1909.98999023438,323.097991943359,8.59329986572266,22.4500007629395,33.1048011779785,6,61,152,20
"Ixodes pacificus",-188909.946651,320442.999828,505.923004150391,638.440002441406,1874.35998535156,318.371002197266,8.37670040130615,22.1466999053955,32.8002014160156,6,61,152,20
"Ixodes pacificus",-188690.135647,319821.554856,491.747009277344,646.942993164062,1831.64001464844,314.630004882812,8.53330039978027,22.61669921875,33.2207984924316,7,61,154,20
"Ixodes pacificus",-188690.135647,319821.554856,491.747009277344,646.942993164062,1831.64001464844,314.630004882812,8.53330039978027,22.61669921875,33.2207984924316,7,61,154,20
"Ixodes pacificus",-188690.135647,319821.554856,491.747009277344,646.942993164062,1831.64001464844,314.630004882812,8.53330039978027,22.61669921875,33.2207984924316,7,61,154,20
"Ixodes pacificus",-188690.135647,319821.554856,491.747009277344,646.942993164062,1831.64001464844,314.630004882812,8.53330039978027,22.61669921875,33.2207984924316,7,61,154,20
"Ixodes pacificus",-189638.516993,319775.156958,506.200012207031,645.27001953125,1839.90002441406,315.226989746094,8.47999954223633,22.3367004394531,32.9542999267578,6,61,154,20
"Ixodes pacificus",-189959.943153,319383.054738,491.579986572266,653.68701171875,1785.96997070312,309.894012451172,8.54669952392578,22.6833000183105,33.2537994384766,7,61,154,20
"Ixodes pacificus",-189959.943153,319383.054738,491.579986572266,653.68701171875,1785.96997070312,309.894012451172,8.54669952392578,22.6833000183105,33.2537994384766,7,61,154,20
"Ixodes pacificus",-189959.943153,319383.054738,491.579986572266,653.68701171875,1785.96997070312,309.894012451172,8.54669952392578,22.6833000183105,33.2537994384766,7,61,154,20
"Ixodes pacificus",-189959.943153,319383.054738,491.579986572266,653.68701171875,1785.96997070312,309.894012451172,8.54669952392578,22.6833000183105,33.2537994384766,7,61,154,20
